STATE,H_OR_S,DISTRICT,NAME,PARTY_R,YES,PERCENT_RURAL,MEAN_INCOME,PERCENT_PRIVATE,PERCENT_21_FBLA,PERCENT_21_FBA,PERCENT_21_W,PERCENT_21_B,PERCENT_21_H,CHANGE_FBLA,CHANGE_FBA,CHANGE_HISP,CHANGE_A,,,,,,
LA,H,76,Berault,1,1,8.42,92084,19.65,3.93,1.83,60.66,22.96,7.9,1,0.73,1.84,1.29,,,,,,
LA,H,77,Wright,1,1,16.62,112756,33.73,2.27,0.59,83.69,7.94,4.48,1.02,0.12,0.76,-0.24,,,,,,
LA,H,78,Illg,1,1,0,84594,40.24,6.56,2.53,77.8,5.97,12.63,1.43,0.43,3.43,-0.35,,,,,,
LA,H,79,Villio,1,1,0,103078,43.57,8.26,6.01,61.7,10.4,15.65,-2.46,2.12,-1.85,2.34,,,,,,
LA,H,80,Thomas,1,1,0,78364,36.85,11.37,2.67,61.51,15.21,17.47,4.55,-0.32,5.97,0.46,,,,,,
LA,H,81,Wiley,1,1,52.21,86908,13.17,1.31,0.71,75.5,20.37,1.57,-7.31,-2.03,-11.83,-3.28,,,,,,
LA,H,82,Schlegel,1,1,0,96740,50.79,4.46,1.41,75.32,12,8.32,-1.23,-0.2,-1.06,-0.48,,,,,,
LA,H,83,Green,0,0,2.14,52487,16.55,5.72,1.91,30.22,52.95,10.36,2.84,-0.8,4.76,-0.81,,,,,,
LA,H,84,Kerner,1,1,11.71,76856,27.23,4.02,3.29,59.11,20.8,9.09,0.19,0.08,1.22,0.86,,,,,,
LA,H,85,Cox,1,1,0,66551,20.5,15.77,2.72,33.52,38.89,24.02,7.59,-2.61,10.83,-4.69,,,,,,
LA,H,86,Muscarello,1,1,45.03,77756,11.2,2.31,0.64,67.15,22.59,6.59,-4.34,-3.76,-4.52,-4.09,,,,,,
LA,H,87,Lyons,0,0,0,82180,16.97,4.95,4.3,19.3,64.15,8.36,0.19,1.92,1.83,2.82,,,,,,
LA,H,88,Edmonston,1,1,4.51,90301,15.07,3.33,0.94,74.63,15.74,5.83,2.66,0.84,3.28,0.85,,,,,,
LA,H,89,Carver,1,1,5.33,122652,36.15,1.34,1.62,88.33,2.9,4.93,-1.06,0.38,-0.49,0.07,,,,,,
LA,H,90,Glorioso,1,1,5.96,77261,17.04,1.91,1.3,73.56,14.92,5.9,0.81,0.61,1.83,0.21,,,,,,
LA,H,91,"Landry, M",0,0,0,76358,38.77,3.3,1.29,35.45,53.44,6.47,-0.07,0.35,1.13,0.42,,,,,,
LA,H,92,Stagni,1,0,0,74112,27.75,16.08,2.44,41.14,26.16,27.16,2.78,0.91,8.05,1.37,,,,,,
LA,H,93,Knox,0,0,0,68619,24.54,3.15,0.89,33.17,56.84,6.84,-0.88,-0.64,0.56,-0.97,,,,,,
LA,H,94,Hilferty,1,1,0,113497,53.32,5.41,3.59,72.6,8.08,12.59,0.44,2.14,3.38,2.59,,,,,,
LA,H,95,Mack,1,0,69.2,84976,15.2,2.43,0.52,83.88,6.28,5.28,-1.13,-1.29,-2.14,-1.3,,,,,,
LA,H,97,Willard,0,0,0,62791,32.34,2.13,0.73,23.62,66.16,5.27,1.24,0.27,3.03,0.58,,,,,,
LA,H,98,Freeman,0,0,0,136032,68.65,1.59,2.33,61.3,24.04,6,-0.16,1.26,0.37,2.18,,,,,,
LA,H,99,Newell,0,0,0.02,52838,15.19,1.62,0.45,16.7,77.83,2.93,1.26,0.16,1.96,-0.12,,,,,,
LA,H,101,LaFleur,0,0,0.02,63286,14.67,6.89,4.48,13.35,69.34,10.68,5.66,3.74,8.83,4.2,,,,,,
LA,H,102,Boyd,0,0,1.61,62202,18.23,3.16,2.07,21.9,67.2,6.37,-0.68,1.08,0.1,0.51,,,,,,
LA,H,103,Bayham,1,1,5.38,67447,14.55,2.59,3.22,54.91,28.55,9.6,-0.92,-8.05,-0.75,-13.49,,,,,,
LA,H,104,Galle,1,1,29.68,82146,21.03,3.81,1.28,72.15,15.32,7.37,0.8,-1.15,-0.28,-2.23,,,,,,
LA,H,105,Braud,1,1,18,93823,27.9,3,4.35,46.44,36.02,7.77,2.43,2.89,4.08,3.63,,,,,,
OK,S,1,Bergstrom,1,1,63.03,60842,8.51,0.96,0.44,62.38,1.19,4.27,-0.24,0.06,0.54,-0.13,,,,,,
OK,S,2,Quinn,1,1,31.43,88257,12.91,1.46,0.79,70.16,0.91,5.46,0.47,0.5,2.28,0.96,,,,,,
OK,S,3,Stephens,1,0,75.81,63023,10.55,0.86,0.57,54.96,0.49,5.05,-0.92,0.27,-0.21,0.61,,,,,,
OK,S,4,Allen,1,1,89.32,57919,6.3,1.6,0.55,66.5,1.89,5.2,-0.79,0.23,-0.6,0.29,,,,,,
OK,S,5,Burns,1,0,81.46,55686,5.9,1.71,0.51,62.29,6.02,6.4,1.22,0.35,2.49,0.47,,,,,,
OK,S,6,Bullard,1,0,71.02,65806,6.66,2.46,0.37,68.49,1.78,8.15,0.01,-0.04,2.32,0.05,,,,,,
OK,S,7,Hamilton,1,0,67.62,63885,8,1.19,0.27,66.87,2.06,5.3,0.19,0,1.81,-0.09,,,,,,
OK,S,8,Thompson,1,1,78.75,60903,9.92,0.62,0.31,63.27,5.63,3.87,0.37,0.08,0.62,0.27,,,,,,
OK,S,9,Pemberton,1,0,34.27,60787,6.88,2.36,0.68,48.96,8.77,8.88,0.59,0.17,4.05,0.2,,,,,,
OK,S,10,Coleman,1,0,60.46,71206,11.27,1,0.24,70.68,1.81,5.9,0.48,0,3.28,0.29,,,,,,
OK,S,12,Leewright,1,1,47.26,76390,12.28,1.36,0.64,73.33,2.37,5.05,0.11,0.39,1.97,0.46,,,,,,
OK,S,13,McCortney,1,1,61.76,67662,7.73,1.61,0.53,66.62,2.59,6.94,-0.09,0.35,1.95,0.47,,,,,,
OK,S,14,Simpson,1,1,73.94,68772,9.69,2.4,0.95,68.39,4.51,8.89,0.49,0.49,3.49,0.44,,,,,,
OK,S,15,Standridge,1,1,38.36,98553,9.49,2.21,2.48,72.06,6.16,8.61,0.73,0.28,3.62,0.48,,,,,,
OK,S,16,Boren,1,1,4.18,68682,6.06,2.27,3.01,69.26,5.85,7.83,-0.44,1.39,1.46,1.99,,,,,,
OK,S,17,Jett,1,1,57.38,87367,16.04,0.69,0.93,73.69,3.17,5.9,0.13,0.43,1.99,0.56,,,,,,
OK,S,18,David,1,1,2.14,79208,11.63,1.67,0.84,65.93,3.45,5.32,-1.47,0.09,-3.31,-0.18,,,,,,
OK,S,19,Pederson,1,0,30.35,74377,10.79,3.03,0.71,74.38,2.2,12.28,-0.75,0.18,3.07,0.22,,,,,,
OK,S,20,Hall,1,0,67.44,90895,8.88,2.42,0.16,77.28,4.45,6.9,0.55,-0.26,1.58,-0.27,,,,,,
OK,S,21,Dugger,1,0,37.27,62461,7.66,0.91,4.53,76.57,3.64,4.8,-0.06,1.32,1.08,0.6,,,,,,
OK,S,22,Merrick,1,0,18.78,108438,15.59,1.97,3.01,72.81,5.41,8.49,-0.03,1.52,2.03,2.3,,,,,,
OK,S,23,Paxton,1,1,45.03,84895,10.19,2.45,0.3,76.39,3.1,9.24,-0.06,-0.74,1.44,-0.95,,,,,,
OK,S,24,Weaver,1,0,0.67,90394,14.42,2.09,2.91,67.9,5.54,10.86,0.9,1.68,4.23,2.91,,,,,,
OK,S,25,Newhouse,1,1,7.23,112802,21.07,3.25,3.02,68.47,5.7,10.91,1.67,-0.1,5.67,0.22,,,,,,
OK,S,26,Jech,1,0,68.89,69680,6.57,4.34,0.58,67.63,3.12,13.58,2.45,0.42,2.83,0.4,,,,,,
OK,S,27,Murdock,1,0,63.85,69199,5.52,8.78,0.94,68.78,2.24,22.56,-0.18,0.35,4.07,-0.13,,,,,,
OK,S,28,Taylor,1,1,92.2,67980,12.88,0.64,0.49,74.83,2.72,4.35,0.06,0.18,1.02,0.04,,,,,,
OK,S,29,Daniels,1,1,50.54,74420,12.44,1.67,1.07,69.85,1.96,5.29,0.24,0.23,1.16,0.65,,,,,,
OK,S,30,Kirt,0,0,0,69769,16.02,10.11,2.01,51.09,12.97,24.44,4.68,-1.05,13.08,-1.36,,,,,,
OK,S,31,Kidd,1,0,59.22,70714,10.89,2.09,1.36,62.33,11.03,13.24,0.75,0.46,5.2,0.44,,,,,,
OK,S,32,Montgomery,1,1,24.38,71951,10.33,1.08,2.06,54.24,16.04,13.87,-0.3,-0.21,2.6,0.3,,,,,,
OK,S,34,Dossett,0,0,7.94,76535,13.51,5.99,1.45,60.74,5.57,14.88,0.7,0.39,3.84,1.17,,,,,,
OK,S,35,Dossett,0,0,0,104698,40.01,2.63,4.45,66.49,9.8,7.43,-0.33,1.99,0.32,2.95,,,,,,
OK,S,36,Haste,1,1,3.98,89365,14.33,10.96,2.9,51.71,9.17,23.82,5.81,0.62,12.25,0.67,,,,,,
OK,S,37,Rogers,1,1,3.93,78709,17.42,1.49,2.78,68.17,4.34,6.87,-0.05,2.02,2.23,2.78,,,,,,
OK,S,38,Howard,1,0,63.23,70380,6.28,3.46,0.56,67,4.94,19.65,-0.23,-0.19,4.5,0.05,,,,,,
OK,S,39,Rader,1,1,0.15,87743,28.51,3.61,1.48,69.16,7.51,10.23,-4.01,-1.54,-4.07,-1.43,,,,,,
OK,S,40,Hicks,0,0,0,85864,24.72,6.57,3.92,59.5,9.62,17.02,-0.43,0.72,3.19,1.2,,,,,,
OK,S,41,Pugh,1,1,14.18,134783,22.34,1.36,2.92,76.71,5.59,6.4,-0.02,0.37,2.15,0.03,,,,,,
OK,S,42,Stanley,1,0,17.8,69064,11.49,0.86,1.54,60.26,19.73,7.56,-0.24,-0.13,2.5,-0.16,,,,,,
OK,S,43,Garvin,1,0,75.6,80604,8.89,2.12,0.22,78.64,1.22,8.15,-0.99,-1.78,-3.01,-2.4,,,,,,
OK,S,44,Brooks,0,1,0,62373,8.52,11.65,2.83,45.42,8.74,33.15,-10.11,1.55,-10.51,1.83,,,,,,
OK,S,45,Rosino,1,1,5.83,85183,11.32,3.5,3.25,64.27,7.57,14.16,0.07,-1.03,3.74,-1.13,,,,,,
OK,S,46,Floyd,0,0,0,62789,12.2,21.5,1.09,34.54,5.13,52.07,4.28,-2.01,17.97,-2.54,,,,,,
OK,S,47,Treat,1,1,1.26,103260,17.33,1.58,4.82,64.15,13.22,5.88,0.36,0.89,1.64,2.28,,,,,,
OK,S,48,Young,0,0,8.57,55235,13.73,2.77,1.45,30.26,51.07,8.52,0.04,0.13,2.37,0.51,,,,,,
SC,S,1,Alexander,1,1,48.29,77696,10.25,1.68,1.48,83.43,7.24,5.11,-0.2,-0.17,1.2,0.32,,,,,,
SC,S,3,Cash,1,1,37.32,90509,21.4,1.4,1.26,82.52,9.28,3.94,-0.11,0.34,0.85,0.39,,,,,,
SC,S,4,Gambrell,1,1,54.36,63965,11.43,1.74,0.37,70.22,22.35,4.08,0.86,0.28,1.86,0.21,,,,,,
SC,S,5,Corbin,1,1,40.73,84441,25.16,3.87,1.6,81.42,6.65,7.75,0.96,-0.45,3.03,-1.01,,,,,,
SC,S,6,Loftis,1,1,5.3,82191,33.11,7.69,2.02,70.48,10.61,12.75,0.18,-0.49,0.83,-0.28,,,,,,
SC,S,7,Allen,0,0,4.31,70089,11.63,6.29,1.15,44.09,38.74,12.69,0.45,0.62,3.48,0.57,,,,,,
SC,S,8,Turner,1,1,0.69,109590,23.55,2.66,2.06,71.98,15.58,6.53,-0.72,0.1,-0.3,0.25,,,,,,
SC,S,9,Verdin,1,1,56.09,72604,16.3,2.71,0.53,68.4,21.08,6.32,0.52,0.16,1.83,0.28,,,,,,
SC,S,10,Garrett,1,1,34.33,60656,14.53,2.53,0.61,56.62,33.54,7.32,0.04,0.04,3.15,-0.12,,,,,,
SC,S,11,Kimbrell,1,1,19.59,66919,17.97,3.85,1.53,60.71,26.07,8.68,-0.18,-0.22,1.58,0.07,,,,,,
SC,S,12,Talley,1,1,5.68,101803,16.47,3.48,3.52,67.09,15.56,8.58,0.28,2.18,2.68,2.61,,,,,,
SC,S,13,Martin,1,0,41.64,78092,17.13,1.6,1.18,71.21,20.22,4.1,0.19,0.23,1.25,0.83,,,,,,
SC,S,14,Peeler,1,1,71.35,67381,13.56,1.74,0.44,76.54,14.55,4.9,0.28,-0.02,1.62,-0.04,,,,,,
SC,S,15,Climer,1,1,24.01,97511,10.28,2.45,1.73,70.17,19.11,5.38,-0.43,0.7,0.06,0.82,,,,,,
SC,S,16,Johnson,1,1,2.37,106341,16.13,3.43,2.74,70.28,15.85,7.48,1.53,1.92,3.47,2.08,,,,,,
SC,S,17,Fanning,0,0,50.16,67055,10.96,1.17,0.21,53.09,40.01,3.37,0.86,0.02,2.17,0.35,,,,,,
SC,S,18,Cromer,1,1,34.01,98015,16.52,1.96,1.4,75.21,16.34,4.61,-0.32,0.78,0.64,1.34,,,,,,
SC,S,19,Scott,0,0,6.3,58204,11.47,2.4,1.43,23.93,65.42,5.4,1.05,-0.07,2.5,-0.01,,,,,,
SC,S,21,Jackson,0,0,15.03,68838,11.05,1.78,1.4,34.85,54.26,6.12,0.38,0.48,1.56,0.46,,,,,,
SC,S,22,McLeod,0,0,5.28,93294,11.17,2.86,2.91,39.17,47.19,6.61,-0.96,0.59,0.03,1.12,,,,,,
SC,S,23,Shealy,1,1,30.77,69811,8.49,3.64,1.16,71.27,14.49,8.43,1.19,0.29,4.38,0.03,,,,,,
SC,S,24,Young,1,1,29.15,84603,16.97,1.99,1.23,69.74,20.51,5.31,0.28,0.16,0.77,0.3,,,,,,
SC,S,25,Massey,1,1,63.18,78917,13.9,2.99,0.5,69.43,20.58,6.29,-0.2,0.35,0.01,0.51,,,,,,
SC,S,26,Setzler,0,0,16.65,64368,13.35,2.41,0.85,59.44,30.56,6.46,-2.99,-0.16,-1.76,0.13,,,,,,
SC,S,27,Gustafson,1,1,67.84,62701,13.09,1.75,0.3,64.78,27.31,3.88,0.09,0.01,0.73,0.03,,,,,,
SC,S,28,Hembree,1,1,35.23,68579,7.91,1.85,0.81,72.44,19.99,4,0.07,0.55,1.03,0.98,,,,,,
SC,S,29,Malloy,0,0,63.06,56776,14.4,0.87,0.4,46.48,47.37,2.53,0.12,0.02,1.08,0,,,,,,
SC,S,30,Williams,0,0,63.53,52055,9.42,1.29,0.17,37.29,56.83,2.7,-0.38,-0.05,0.31,-0.08,,,,,,
SC,S,31,Leatherman,1,1,43.98,77537,16.84,1.09,1.19,61.88,31.36,3.25,0.05,0.18,1.36,0.55,,,,,,
SC,S,32,Sabb,0,0,76.71,57364,7.85,1,0.34,40.56,55.51,2.05,-0.23,0.07,-0.07,0.12,,,,,,
SC,S,33,Rankin,1,1,5.66,74917,9.47,5.08,1.39,74.41,12.89,8.37,-0.38,-0.11,0.04,-0.28,,,,,,
SC,S,34,Goldfinch,1,1,4.15,87181,14.53,2.49,1.02,83.84,7.39,5.1,0.58,0.21,1.53,0.02,,,,,,
SC,S,36,Johnson,0,0,55.21,58782,14.51,1.31,0.33,42.19,52.22,3,-0.39,0.1,-0.22,0.42,,,,,,
SC,S,37,Grooms,1,1,28.55,116042,16.99,1.79,1.22,70.47,19.19,4.84,0.62,0.65,2.38,0.46,,,,,,
SC,S,38,Bennett,1,1,2.86,87837,12.19,2.89,1.69,63.83,22.26,7.14,0.97,0.54,2.6,0.46,,,,,,
SC,S,39,Stephens,0,0,35.65,54743,16.76,1.17,0.17,43.33,51.33,2.65,0,0.04,0.49,0.08,,,,,,
SC,S,40,Hutto,0,0,84.92,56463,19.05,0.45,0.58,42.78,52.42,2.35,-0.25,-0.12,1.08,-0.03,,,,,,
SC,S,41,Senn,1,1,32.37,105728,21.47,1.73,1.65,73.23,17.78,4.28,-0.28,0.34,0.27,0.69,,,,,,
SC,S,42,Kimpson,0,0,0.01,71632,10.28,5.55,1.11,38.19,49.04,8.69,1.28,0.11,1.51,0.16,,,,,,
SC,S,43,Campsen,1,1,19.75,130627,23.42,1.42,1.06,77.06,15.22,3.99,-3.56,0.02,-3.78,0.03,,,,,,
SC,S,44,Adams,1,1,0.34,82550,17.34,3.62,2.92,60.98,21.6,8.53,-0.12,0.81,2.01,0.76,,,,,,
SC,S,45,Matthews,0,0,69.9,74084,18.8,3.79,0.43,41.91,46.4,8.18,-0.2,-0.09,0.29,-0.37,,,,,,
SC,S,46,Davis,1,1,9.6,109732,20.96,5.16,1.14,75.13,8.47,12.64,-3.06,0.04,0.79,0.18,,,,,,
SC,H,1,Whitmire,1,1,84.01,82334,13.79,3,0.26,88.22,2.07,7.01,-0.51,-0.07,0.81,0.28,,,,,,
SC,H,2,Sandifer,1,1,46.7,72583,15.74,1.07,0.84,79.74,12.18,4.47,0.14,0.05,1.66,0.58,,,,,,
SC,H,3,Carter,1,0,22.97,68772,7.56,0.95,3.61,81.81,6.78,3.49,-0.2,-0.01,0.9,0.72,,,,,,
SC,H,4,Hoitt,1,1,70.03,72367,16.51,0.51,0.28,90.31,4.58,3.16,-0.34,-0.1,0.79,-0.15,,,,,,
SC,H,5,Collins,1,0,13.83,81136,13.96,1.73,0.56,84.52,7.69,4.97,-0.81,0.34,0.56,-0.03,,,,,,
SC,H,6,Cromer,1,1,49.5,87760,14.5,2,1.55,75.38,15.54,3.62,-0.61,0.25,-0.06,0.55,,,,,,
SC,H,9,Thayer,1,1,12.44,71948,27.31,1.99,0.89,72.66,20.09,4.58,0.07,0.24,1.38,0.4,,,,,,
SC,H,10,Beach,1,1,26.71,86347,13.6,3.14,0.66,80.55,7.19,7.61,2.22,0.19,4.66,0.03,,,,,,
SC,H,11,Gagnon,1,1,73.88,61573,15.07,1.17,0.19,69.15,24.11,2.93,1.1,0.1,2.66,0.01,,,,,,
SC,H,12,Gibson,1,1,39.42,49994,5.66,3.05,0.31,35.94,55.6,6.96,-1.44,0.2,0.69,-0.04,,,,,,
SC,H,13,McCravy,1,1,56.88,80169,17.36,0.87,0.94,74.46,17.53,4.47,-0.17,-0.03,2.21,-0.54,,,,,,
SC,H,14,Jones,1,1,70.49,67335,9.86,2.16,0.59,71.66,19.68,4.91,0.53,-0.19,1.3,0.04,,,,,,
SC,H,15,Moore,0,0,0,74353,13.74,7.28,3.02,46.91,29.19,15.1,4.34,2.52,9.87,3.52,,,,,,
SC,H,17,Burns,1,1,68.38,86660,32.94,1.42,0.59,84.63,7.6,3.58,-0.21,-0.06,0.84,0.3,,,,,,
SC,H,18,Morgan,1,1,15.74,87285,19.56,4.56,3.01,77.67,8.69,8.65,0.02,2.32,1.13,2.23,,,,,,
SC,H,19,Haddon,1,1,4.21,71296,36.68,10.86,1.35,58.99,12.99,20.35,2.4,0.17,6.27,0.36,,,,,,
SC,H,20,Morgan,1,1,0.83,84542,21.37,5.97,3.18,73.34,9.18,11.06,1.9,-0.6,4.15,0.91,,,,,,
SC,H,21,Cox,1,1,0,131887,20.51,3.21,4.91,77.28,6.04,6.93,1.05,0.39,3.28,0.52,,,,,,
SC,H,22,Elliott,1,1,0,94750,40.03,3.06,3.46,79.63,5.85,6.34,-0.98,1.13,0.12,0.87,,,,,,
SC,H,23,Dillard,0,0,0,64190,16.75,8.19,1.52,41.79,40.64,13.07,1.81,1.03,3.87,0.64,,,,,,
SC,H,24,Bannister,1,1,0,123239,24.86,3.59,1.87,71.61,14.76,7.93,-0.49,-0.59,1.49,-0.5,,,,,,
SC,H,25,Jones,0,0,10.54,66165,10.63,5.67,1.28,31.27,51.38,13.05,0.42,0.29,4.6,0.09,,,,,,
SC,H,26,Felder,1,0,1.96,122017,12.4,3.82,4.08,71.09,12.27,7.49,-3.42,3.75,-5.23,4.66,,,,,,
SC,H,27,Vaughan,1,1,0,94369,21.25,3.26,1.62,67.94,18.93,8.8,-1.28,0.19,0.2,0.6,,,,,,
SC,H,28,Trantham,1,1,33.83,95822,17.13,4.54,0.82,68.39,19.77,8.1,1.37,0.19,1.73,0.06,,,,,,
SC,H,29,Moss,1,1,74.79,64092,21.88,1.78,0.06,75.63,16.52,4.93,0.61,-0.27,2.89,-0.26,,,,,,
SC,H,30,Lawson,1,1,79.42,57874,9.45,2.18,0.42,71.34,19.36,5.63,0.37,0.04,2.37,-0.27,,,,,,
SC,H,31,Myers,0,0,0.32,45804,20.43,4.41,1.65,32.86,50.91,11.98,1.1,0.6,4.69,0.8,,,,,,
SC,H,32,Hyde,1,1,16.42,79445,23.79,2.34,0.82,72.3,19.08,4.41,0.53,0.05,1.9,0.14,,,,,,
SC,H,33,Moore,1,1,48.68,74343,15.38,1.27,0.78,78.36,13.93,3.19,-0.08,-0.6,0.12,-0.07,,,,,,
SC,H,34,Nutt,1,1,3.1,85081,12.28,4.29,2.95,59.01,25.12,9.3,-0.13,0.57,1.62,0.33,,,,,,
SC,H,35,Chumley,1,1,34.96,107540,15.56,2.9,2.58,73.55,11.82,6.57,2.34,2.08,3.71,3.02,,,,,,
SC,H,36,Harris,1,0,19.37,67119,19.72,3.8,0.84,67.61,17.7,9.99,-0.37,-0.93,2.64,-1.74,,,,,,
SC,H,37,Long,1,1,3.38,71303,18.35,5.26,1.44,69.66,16.69,8.57,-0.8,-0.98,-0.72,-0.68,,,,,,
SC,H,38,Magnuson,1,1,71.13,83255,12,1.51,1.34,86.46,5.59,4.55,0.02,1.01,0.88,1.34,,,,,,
SC,H,39,Forrest,1,1,85.94,66232,12.14,4.65,0.5,69.07,16.85,11.39,-0.67,0.38,2.53,-0.2,,,,,,
SC,H,40,White,1,1,69.37,68292,21.22,4.05,0.08,60.33,30.3,8.01,0.5,-0.39,2.57,-0.29,,,,,,
SC,H,41,McDaniel,0,0,61.57,68020,13.42,0.76,1.14,36.93,55.53,2.75,0.38,0.98,1.9,3.22,,,,,,
SC,H,42,Gilliam,1,1,54.05,57494,16,0.88,0.27,67.25,26.34,3.03,0.26,0.24,1.63,0.15,,,,,,
SC,H,43,Ligon,1,1,80.78,70788,10.41,0.97,0.35,70.89,23.65,2.28,0.54,-0.51,0.55,-0.37,,,,,,
SC,H,45,Newton,1,1,45.47,115814,20.61,2.58,2.2,76.26,10.5,6.83,0.79,1.34,3.13,1.3,,,,,,
SC,H,46,Sessions,1,1,2.78,88755,10.28,3.17,1.42,67.82,21.79,6.13,-0.88,0.54,0.74,0.39,,,,,,
SC,H,47,Pope,1,1,62.67,84537,7.61,1.15,0.65,80.76,10.19,5.18,-0.39,-0.14,1.39,0.15,,,,,,
SC,H,48,Guffey,1,1,8.63,114265,13.25,4.01,3.32,68.99,14.84,8.24,1.21,1.63,1.77,2.12,,,,,,
SC,H,49,King,0,0,15.8,67513,6.41,1.19,0.36,43.08,50.05,2.93,0.43,0.28,0.35,0.54,,,,,,
SC,H,50,Wheeler,0,0,87.6,58963,14.99,1.04,0.29,42,52.86,2.17,0.08,0.06,0.7,0.08,,,,,,
SC,H,51,Weeks,0,0,23.38,51462,8.77,2.58,0.54,26.05,63.41,7.17,0.7,-0.01,2.72,0.6,,,,,,
SC,H,52,Connell,1,1,31.37,70828,11.61,1.99,0.3,66.28,25.76,4.48,-0.21,0.06,0.72,0.17,,,,,,
SC,H,55,Hayes,0,0,78.92,52310,9.13,0.84,0,45.53,46.73,1.98,-0.39,-0.05,-0.54,-0.17,,,,,,
SC,H,56,McGinnis,1,1,2.02,75488,10.67,4.27,1.67,77.69,12,5.53,3.07,0.92,3.43,0.92,,,,,,
SC,H,58,Johnson,1,1,59.46,61370,9.89,2.06,0.86,70.42,21.23,4.08,0.22,0.77,0.25,1.5,,,,,,
SC,H,60,Lowe,1,1,73.35,76452,13.19,0.4,0.54,64.78,29.64,2.74,-1.43,-0.2,0,0.44,,,,,,
SC,H,61,Schuessler,1,1,3.11,59515,8.81,0.87,0.62,48.1,46.99,1.6,0.28,0.09,0.08,0.07,,,,,,
SC,H,62,Williams,0,0,57.34,59459,14.37,0.47,0.54,38.24,58.42,1.68,-0.11,0.25,0.72,0.13,,,,,,
SC,H,63,Jordan,1,1,1.25,88047,26.94,0.97,2.04,66.82,25.83,2.63,0.04,0.3,0.8,0.63,,,,,,
SC,H,64,Pedalino,1,1,81.02,61181,15.53,1.41,0.19,43.42,51.27,3.28,0.33,0.13,0.8,0.27,,,,,,
SC,H,65,Mitchell,1,1,77.75,74924,21.34,0.72,0.66,74.08,19.69,2.45,-0.11,0.63,-0.39,0.46,,,,,,
SC,H,66,O'Neal,1,1,0,46611,13.81,0.3,0.32,30.13,65.49,2.31,-0.81,0.19,-0.05,0.3,,,,,,
SC,H,67,Smith,1,1,24.34,77131,21.25,0.36,1.45,62.88,27.38,2.94,-1.31,-0.53,-0.77,-0.43,,,,,,
SC,H,68,Crawford,1,1,6.65,70578,9.06,4.72,0.97,78.62,6.93,8.68,0.83,-1.1,2.13,-1.28,,,,,,
SC,H,69,Wooten,1,1,0.92,94705,12.21,1.21,3.74,75.5,13.51,3.09,-1.57,1.55,-1.59,2.06,,,,,,
SC,H,70,Johnson,0,0,38.95,62289,14.13,1.08,1.12,31.77,59.88,3.18,0.37,0.44,0.81,0.35,,,,,,
SC,H,71,Ballentine,1,1,13.27,122105,11.23,1.03,2.92,74.64,17.36,2.83,0.28,1.83,-0.09,2.36,,,,,,
SC,H,72,Rose,0,0,0.04,63263,6.09,0.78,3.97,60.35,29.3,3.02,-0.22,1.71,0.73,1.15,,,,,,
SC,H,74,Rutherford,0,0,0.08,57929,12.84,1.85,1.12,38.05,56.32,1.66,0.62,-0.15,-0.3,-0.43,,,,,,
SC,H,75,Bauer,0,0,0,121638,24.73,2.84,2.21,69.78,16.32,8.94,0.49,0.51,2.91,0.63,,,,,,
SC,H,77,Garvin,0,0,9.89,82197,5.77,2.17,1.54,27.36,60.58,6.49,0.91,-0.03,3.77,0.2,,,,,,
SC,H,78,Bernstein,0,0,2.45,105371,14.92,2.56,3.45,47.84,34.01,8.85,-2.34,0.53,0.09,1.7,,,,,,
SC,H,79,Thigpen,0,0,0.83,82754,11.06,3.08,2.22,27.16,58.99,8.62,1.03,0.36,4.03,-0.13,,,,,,
SC,H,80,Landing,1,1,1.14,69387,12.07,2.31,0.77,42.01,47.2,5.56,-0.26,-0.56,-1.33,-0.57,,,,,,
SC,H,81,Blackwell,1,1,14.74,91078,19.1,2.05,1.78,70.34,19.8,4.53,0.84,-0.51,1.05,0.18,,,,,,
SC,H,82,Clyburn,0,0,60.26,56906,16.26,4.01,0.27,40.04,51.8,7.16,1.05,0.11,1.93,-0.04,,,,,,
SC,H,83,Hixon,1,1,18.37,86888,14.9,1.66,0.78,77.25,13.95,5.26,-0.68,0.36,-0.38,0.19,,,,,,
SC,H,84,Oremus,1,1,39.73,67952,16.41,2.62,0.59,65.78,23.61,6.58,1.14,0.42,2.08,0.6,,,,,,
SC,H,85,Kilmartin,1,1,13.88,105598,14.56,0.97,2.68,77.51,14.4,3.42,0.04,1.24,0.61,1.19,,,,,,
SC,H,86,Taylor,1,1,97.47,72343,16.42,2.21,0.27,63.41,25.44,6.86,0.44,0,1.8,0.21,,,,,,
SC,H,87,Calhoon,1,1,14.33,108537,11.84,1.71,0.89,84.59,7.05,4.46,0.28,0.07,1.61,0.2,,,,,,
SC,H,88,May,1,1,9.06,72286,9.85,3.58,1.64,71.44,15.4,7.09,0.3,0.62,1.45,0.55,,,,,,
SC,H,90,Bamberg,0,0,62.26,55180,23.15,0.76,0.11,52.04,43.63,2.2,-0.56,0.04,0.56,0.06,,,,,,
SC,H,91,Hosey,0,0,94.66,50817,12.42,0.97,0.04,39.83,56.55,2.4,0.05,-0.18,0.46,0.06,,,,,,
SC,H,92,Cox,1,1,0,96393,20.04,1.19,2.57,67.2,17.84,6.56,-1.3,0.86,1.79,0.18,,,,,,
SC,H,93,Ott,0,0,70.52,61072,17.67,1.33,0.24,48.22,45.57,3.94,0.64,-0.02,2.34,-0.03,,,,,,
